"('risk', 'type', 'diabetes')",470
"('type', 'diabetes', 'mellitus')",333
"('randomised', 'controlled', 'trial')",283
"('body', 'mass', 'index')",156
"('family', 'history', 'diabetes')",150
"('\xec\x95\x90', '\xec\x95\x90', '\xec\x95\x90')",141
"('john', 'wiley', 'sons')",139
"('cochrane', 'collaboration', 'john')",135
"('collaboration', 'john', 'wiley')",135
"('total', 'energy', 'intake')",135
"('incidence', 'type', 'diabetes')",132
"('review', 'cochrane', 'collaboration')",132
"('coronary', 'heart', 'disease')",127
"('impaired', 'glucose', 'tolerance')",118
"('sugar', 'sweetened', 'beverages')",116
"('treatment', 'type', 'diabetes')",107
"('prospective', 'cohort', 'studies')",102
"('index', 'glycemic', 'load')",97
"('diabetes', 'mellitus', 'adults')",95
"('low', 'glycaemic', 'index')",94
"('dietary', 'advice', 'treatment')",93
"('glycemic', 'index', 'glycemic')",93
"('advice', 'treatment', 'type')",91
"('mellitus', 'adults', 'review')",86
"('adults', 'review', 'cochrane')",85
"('diabetes', 'diabetes', 'care')",82
"('type', 'diabetes', 'risk')",80
"('cereal', 'fiber', 'intake')",78
"('incident', 'type', 'diabetes')",76
"('eur', 'clin', 'nutr')",75
"('arch', 'intern', 'med')",74
"('fasting', 'blood', 'glucose')",74
"('intake', 'risk', 'type')",71
"('intake', 'type', 'diabetes')",71
"('prevention', 'type', 'diabetes')",70
"('six', 'month', 'intervention')",70
"('women', 'clin', 'nutr')",69
"('consumption', 'risk', 'type')",67
"('intervention', 'dietary', 'advice')",59
"('whole', 'grain', 'foods')",58
"('nurses', 'health', 'ii')",57
"('red', 'meat', 'intake')",57
"('diabetes', 'mellitus', 'review')",56
"('main', 'intervention', 'dietary')",56
"('patients', 'type', 'diabetes')",56
"('controlled', 'trial', 'six')",55
"('trial', 'six', 'month')",55
"('glycemic', 'load', 'risk')",54
"('na', 'na', 'na')",54
"('je', 'stampfer', 'mj')",53
"('randomised', 'controlled', 'trials')",53
"('http', 'subscribe', 'http')",52
"('red', 'meat', 'consumption')",52
"('reprints', 'http', 'subscribe')",52
"('see', 'reprints', 'http')",52
"('type', 'diabetes', 'diabetes')",52
"('\xef\xac\x81', '\xef\xac\x81', '\xef\xac\x81')",52
"('food', 'frequency', 'questionnaire')",51
"('randomized', 'controlled', 'trials')",51
"('reprinted', 'arch', 'intern')",51
"('commercial', 'reuse', 'see')",50
"('manson', 'je', 'stampfer')",50
"('reuse', 'see', 'reprints')",50
"('school', 'public', 'health')",50
"('stampfer', 'mj', 'colditz')",50
"('artificially', 'sweetened', 'beverages')",49
"('clin', 'nutr', 'suppl')",49
"('mj', 'colditz', 'ga')",49
"('type', 'ii', 'diabetes')",49
"('blood', 'glucose', 'levels')",48
"('mellitus', 'review', 'cochrane')",48
"('subscribe', 'http', 'bmj')",47
"('van', 'dam', 'rm')",47
"('allocation', 'concealment', 'unclear')",46
"('associated', 'lower', 'risk')",46
"('intake', 'incidence', 'type')",46
"('participants', 'years', 'old')",46
"('women', 'diabetes', 'care')",46
"('years', 'old', 'human')",46
"('type', 'diabetes', 'involved')",45
"('consumption', 'sugar', 'sweetened')",44
"('low', 'glycaemic', 'load')",44
"('diabetes', 'involved', 'main')",43
"('glycaemic', 'index', 'low')",43
"('index', 'low', 'glycaemic')",43
"('involved', 'main', 'intervention')",43
"('type', 'diabetes', 'prospective')",43
"('human', 'type', 'diabetes')",42
"('old', 'human', 'type')",42
"('type', 'diabetes', 'women')",42
"('men', 'diabetes', 'care')",40
"('processed', 'meat', 'consumption')",40
"('wc', 'hu', 'fb')",40
"('willett', 'wc', 'hu')",40
"('glycaemic', 'load', 'diets')",39
"('high', 'risk', 'bias')",39
"('polyunsaturated', 'fatty', 'acids')",39
"('red', 'processed', 'meat')",39
"('risk', 'diabetes', 'mellitus')",39
"('white', 'rice', 'intake')",39
"('intervention', 'participants', 'years')",38
"('month', 'intervention', 'participants')",38
"('glycaemic', 'index', 'diet')",37
"('lower', 'risk', 'type')",37
"('servings', 'per', 'day')",37
"('jacobs', 'dr', 'jr')",36
"('randomized', 'controlled', 'trial')",36
"('associated', 'increased', 'risk')",35
"('diabetes', 'cardiovascular', 'disease')",35
"('harvard', 'school', 'public')",35
"('diabetes', 'mellitus', 'women')",34
"('diets', 'diabetes', 'mellitus')",34
"('glucose', 'insulin', 'responses')",34
"('green', 'leafy', 'vegetables')",34
"('load', 'diets', 'diabetes')",34
"('soft', 'drink', 'consumption')",34
"('activity', 'family', 'history')",33
"('dependent', 'diabetes', 'mellitus')",33
"('low', 'glycemic', 'index')",33
"('risk', 'coronary', 'heart')",33
"('diabetes', 'clin', 'nutr')",32
"('dietary', 'glycemic', 'index')",32
"('physical', 'activity', 'family')",32
"('plasma', 'glucose', 'insulin')",32
"('sweetened', 'beverages', 'fruit')",32
"('white', 'rice', 'brown')",32
"('yes', 'yes', 'yes')",32
"('associated', 'higher', 'risk')",31
"('beverages', 'fruit', 'juice')",31
"('diet', 'type', 'diabetes')",31
"('median', 'cases', 'relative')",31
"('blood', 'glucose', 'concentrations')",30
"('cases', 'relative', 'risk')",30
"('development', 'type', 'diabetes')",30
"('diabetes', 'mellitus', 'diabetes')",30
"('dietary', 'advice', 'plus')",30
"('dietary', 'advice', 'versus')",30
"('fasting', 'plasma', 'glucose')",30
"('je', 'willett', 'wc')",30
"('rice', 'brown', 'rice')",30
"('type', 'diabetes', 'men')",30
"('authors', 'judgement', 'support')",29
"('bias', 'authors', 'judgement')",29
"('brigham', 'women', 'hospital')",29
"('fruit', 'vegetable', 'intake')",29
"('glycemic', 'index', 'diet')",29
"('judgement', 'allocation', 'concealment')",29
"('judgement', 'support', 'judgement')",29
"('manson', 'je', 'willett')",29
"('nhs', 'nhs', 'ii')",29
"('relation', 'risk', 'type')",29
"('support', 'judgement', 'allocation')",29
"('type', 'diabetic', 'patients')",29
"('willett', 'wc', 'dietary')",29
"('ann', 'intern', 'med')",28
"('concealment', 'unclear', 'risk')",28
"('dietary', 'fiber', 'intake')",28
"('trial', 'design', 'rct')",28
"('type', 'diabetes', 'clin')",28
"('unclear', 'risk', 'unclear')",28
"('whole', 'grain', 'intake')",28
"('blood', 'glucose', 'control')",27
"('blood', 'glucose', 'response')",27
"('conventional', 'diet', 'group')",27
"('design', 'rct', 'randomisation')",27
"('diabetes', 'data', 'group')",27
"('dietary', 'glycemic', 'load')",27
"('foods', 'prevention', 'type')",27
"('random', 'effects', 'model')",27
"('rct', 'randomisation', 'procedure')",27
"('trans', 'fatty', 'acids')",27
"('women', 'arch', 'intern')",27
"('dietary', 'fiber', 'glycemic')",26
"('fiber', 'glycemic', 'load')",26
"('grain', 'foods', 'prevention')",26
"('incidence', 'diabetes', 'mellitus')",26
"('model', 'model', 'model')",26
"('never', 'past', 'current')",26
"('unprocessed', 'red', 'processed')",26
"('wc', 'rimm', 'eb')",26
"('willett', 'wc', 'rimm')",26
"('women', 'hospital', 'harvard')",26
"('bmj', 'january', 'page')",25
"('cases', 'type', 'diabetes')",25
"('diabetes', 'systematic', 'review')",25
"('fatty', 'acid', 'composition')",25
"('harvard', 'medical', 'school')",25
"('increased', 'risk', 'type')",25
"('mean', 'sd', 'total')",25
"('notes', 'risk', 'bias')",25
"('postprandial', 'blood', 'glucose')",25
"('serving', 'per', 'day')",25
"('weight', 'kilograms', 'divided')",25
"('yes', 'primary', 'yes')",25
"('cardiovascular', 'risk', 'factors')",24
"('http', 'bmj', 'january')",24
"('improved', 'glycemic', 'control')",24
"('iowa', 'women', 'health')",24
"('public', 'health', 'center')",24
"('relative', 'risk', 'type')",24
